,date,passport,Immigration,Travel Visa,Refugee,Conflict,Economy,country
0,2007-01-01,11.0,33.0,44.0,42.0,0.0,70.0,AF
1,2007-02-01,0.0,0.0,48.0,0.0,0.0,0.0,AF
2,2007-03-01,6.0,0.0,0.0,0.0,45.0,0.0,AF
3,2007-04-01,0.0,0.0,0.0,0.0,0.0,34.0,AF
4,2007-05-01,4.0,0.0,14.0,93.0,0.0,0.0,AF
5,2007-06-01,5.0,45.0,0.0,0.0,0.0,0.0,AF
6,2007-07-01,0.0,35.0,14.0,0.0,0.0,32.0,AF
7,2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,AF
8,2007-09-01,0.0,0.0,18.0,0.0,0.0,0.0,AF
9,2007-10-01,4.0,0.0,65.0,38.0,0.0,0.0,AF
10,2007-11-01,0.0,0.0,0.0,35.0,0.0,56.0,AF
11,2007-12-01,5.0,0.0,24.0,0.0,0.0,32.0,AF
12,2008-01-01,0.0,28.0,14.0,0.0,0.0,0.0,AF
13,2008-02-01,0.0,0.0,12.0,0.0,19.0,0.0,AF
14,2008-03-01,0.0,0.0,33.0,0.0,0.0,0.0,AF
15,2008-04-01,4.0,28.0,0.0,26.0,0.0,50.0,AF
16,2008-05-01,0.0,34.0,16.0,0.0,0.0,30.0,AF
17,2008-06-01,0.0,24.0,27.0,40.0,0.0,28.0,AF
18,2008-07-01,0.0,19.0,11.0,0.0,0.0,80.0,AF
19,2008-08-01,0.0,21.0,14.0,0.0,100.0,0.0,AF
20,2008-09-01,0.0,83.0,18.0,0.0,0.0,0.0,AF
21,2008-10-01,0.0,19.0,0.0,0.0,0.0,55.0,AF
22,2008-11-01,0.0,47.0,19.0,0.0,0.0,53.0,AF
23,2008-12-01,4.0,15.0,25.0,37.0,0.0,0.0,AF
24,2009-01-01,0.0,0.0,10.0,0.0,0.0,36.0,AF
25,2009-02-01,3.0,34.0,24.0,0.0,15.0,0.0,AF
26,2009-03-01,0.0,13.0,11.0,0.0,0.0,61.0,AF
27,2009-04-01,0.0,0.0,5.0,23.0,11.0,52.0,AF
28,2009-05-01,3.0,20.0,11.0,20.0,0.0,100.0,AF
29,2009-06-01,6.0,41.0,13.0,31.0,0.0,57.0,AF
30,2009-07-01,0.0,0.0,15.0,0.0,31.0,16.0,AF
31,2009-08-01,0.0,0.0,18.0,0.0,11.0,26.0,AF
32,2009-09-01,3.0,11.0,13.0,47.0,0.0,19.0,AF
33,2009-10-01,0.0,43.0,21.0,0.0,17.0,48.0,AF
34,2009-11-01,0.0,0.0,18.0,26.0,11.0,0.0,AF
35,2009-12-01,0.0,0.0,18.0,0.0,0.0,48.0,AF
36,2010-01-01,0.0,0.0,13.0,0.0,13.0,52.0,AF
37,2010-02-01,0.0,0.0,19.0,18.0,11.0,19.0,AF
38,2010-03-01,0.0,14.0,14.0,33.0,19.0,41.0,AF
39,2010-04-01,3.0,22.0,0.0,0.0,11.0,38.0,AF
40,2010-05-01,4.0,0.0,10.0,0.0,9.0,39.0,AF
41,2010-06-01,4.0,0.0,20.0,33.0,33.0,50.0,AF
42,2010-07-01,0.0,0.0,17.0,0.0,0.0,21.0,AF
43,2010-08-01,0.0,0.0,15.0,0.0,0.0,0.0,AF
44,2010-09-01,0.0,0.0,6.0,0.0,0.0,0.0,AF
45,2010-10-01,0.0,16.0,5.0,0.0,25.0,54.0,AF
46,2010-11-01,0.0,11.0,14.0,0.0,0.0,0.0,AF
47,2010-12-01,1.0,12.0,11.0,0.0,0.0,14.0,AF
48,2011-01-01,1.0,6.0,15.0,0.0,6.0,51.0,AF
49,2011-02-01,0.0,9.0,20.0,0.0,0.0,0.0,AF
50,2011-03-01,2.0,18.0,17.0,0.0,0.0,35.0,AF
51,2011-04-01,0.0,32.0,12.0,0.0,0.0,60.0,AF
52,2011-05-01,2.0,27.0,14.0,0.0,10.0,82.0,AF
53,2011-06-01,0.0,26.0,22.0,0.0,0.0,59.0,AF
54,2011-07-01,2.0,9.0,14.0,31.0,18.0,57.0,AF
55,2011-08-01,2.0,25.0,23.0,17.0,0.0,29.0,AF
56,2011-09-01,3.0,0.0,20.0,15.0,8.0,29.0,AF
57,2011-10-01,2.0,0.0,11.0,0.0,8.0,70.0,AF
58,2011-11-01,2.0,18.0,16.0,0.0,10.0,39.0,AF
59,2011-12-01,1.0,9.0,11.0,11.0,14.0,47.0,AF
60,2012-01-01,2.0,5.0,15.0,8.0,7.0,38.0,AF
61,2012-02-01,0.0,8.0,9.0,0.0,3.0,28.0,AF
62,2012-03-01,2.0,4.0,7.0,0.0,0.0,32.0,AF
63,2012-04-01,0.0,9.0,11.0,0.0,6.0,49.0,AF
64,2012-05-01,1.0,13.0,10.0,0.0,0.0,58.0,AF
65,2012-06-01,1.0,12.0,11.0,6.0,11.0,46.0,AF
66,2012-07-01,0.0,18.0,17.0,3.0,3.0,42.0,AF
67,2012-08-01,1.0,16.0,15.0,12.0,0.0,23.0,AF
68,2012-09-01,1.0,20.0,14.0,7.0,13.0,37.0,AF
69,2012-10-01,0.0,23.0,17.0,10.0,3.0,36.0,AF
70,2012-11-01,1.0,5.0,13.0,5.0,5.0,38.0,AF
71,2012-12-01,1.0,9.0,13.0,8.0,4.0,35.0,AF
72,2013-01-01,1.0,16.0,15.0,12.0,6.0,33.0,AF
73,2013-02-01,0.0,15.0,12.0,2.0,0.0,36.0,AF
74,2013-03-01,2.0,14.0,13.0,4.0,3.0,33.0,AF
75,2013-04-01,1.0,10.0,12.0,5.0,3.0,56.0,AF
76,2013-05-01,1.0,15.0,12.0,8.0,9.0,66.0,AF
77,2013-06-01,1.0,14.0,15.0,10.0,2.0,50.0,AF
78,2013-07-01,1.0,17.0,20.0,10.0,2.0,31.0,AF
79,2013-08-01,1.0,13.0,12.0,5.0,3.0,27.0,AF
80,2013-09-01,1.0,16.0,19.0,10.0,3.0,42.0,AF
81,2013-10-01,1.0,9.0,19.0,9.0,3.0,38.0,AF
82,2013-11-01,1.0,9.0,16.0,13.0,0.0,47.0,AF
83,2013-12-01,1.0,10.0,15.0,8.0,6.0,35.0,AF
84,2014-01-01,1.0,8.0,17.0,6.0,3.0,31.0,AF
85,2014-02-01,1.0,9.0,14.0,4.0,3.0,35.0,AF
86,2014-03-01,1.0,10.0,16.0,2.0,2.0,24.0,AF
87,2014-04-01,1.0,9.0,13.0,5.0,2.0,44.0,AF
88,2014-05-01,1.0,12.0,16.0,10.0,3.0,63.0,AF
89,2014-06-01,2.0,10.0,15.0,7.0,0.0,46.0,AF
90,2014-07-01,1.0,13.0,19.0,7.0,4.0,26.0,AF
91,2014-08-01,2.0,6.0,18.0,5.0,1.0,31.0,AF
92,2014-09-01,1.0,11.0,19.0,9.0,2.0,51.0,AF
93,2014-10-01,1.0,9.0,19.0,5.0,3.0,45.0,AF
94,2014-11-01,1.0,11.0,16.0,10.0,3.0,50.0,AF
95,2014-12-01,1.0,9.0,15.0,7.0,4.0,40.0,AF
96,2015-01-01,1.0,11.0,15.0,12.0,4.0,36.0,AF
97,2015-02-01,1.0,9.0,16.0,8.0,0.0,38.0,AF
98,2015-03-01,1.0,8.0,13.0,9.0,2.0,40.0,AF
99,2015-04-01,1.0,10.0,18.0,8.0,5.0,71.0,AF
100,2015-05-01,1.0,8.0,19.0,5.0,2.0,82.0,AF
101,2015-06-01,1.0,13.0,20.0,8.0,3.0,60.0,AF
102,2015-07-01,2.0,18.0,21.0,22.0,5.0,34.0,AF
103,2015-08-01,2.0,22.0,24.0,17.0,4.0,32.0,AF
104,2015-09-01,2.0,23.0,21.0,29.0,1.0,42.0,AF
105,2015-10-01,1.0,20.0,30.0,17.0,2.0,60.0,AF
106,2015-11-01,2.0,13.0,22.0,23.0,5.0,57.0,AF
107,2015-12-01,1.0,15.0,21.0,17.0,3.0,44.0,AF
108,2016-01-01,3.0,16.0,18.0,13.0,3.0,43.0,AF
109,2016-02-01,3.0,13.0,20.0,9.0,4.0,36.0,AF
110,2016-03-01,1.0,7.0,19.0,16.0,3.0,34.0,AF
111,2016-04-01,1.0,11.0,20.0,6.0,4.0,55.0,AF
112,2016-05-01,1.0,6.0,21.0,6.0,3.0,64.0,AF
113,2016-06-01,1.0,12.0,23.0,14.0,3.0,55.0,AF
114,2016-07-01,2.0,8.0,20.0,5.0,2.0,37.0,AF
115,2016-08-01,2.0,10.0,25.0,11.0,2.0,43.0,AF
116,2016-09-01,2.0,5.0,23.0,9.0,2.0,46.0,AF
117,2016-10-01,2.0,9.0,25.0,6.0,3.0,57.0,AF
118,2016-11-01,2.0,12.0,22.0,9.0,3.0,56.0,AF
119,2016-12-01,2.0,10.0,21.0,8.0,2.0,40.0,AF
120,2017-01-01,2.0,11.0,19.0,11.0,3.0,39.0,AF
121,2017-02-01,1.0,11.0,18.0,9.0,1.0,36.0,AF
122,2017-03-01,2.0,7.0,21.0,6.0,3.0,36.0,AF
123,2017-04-01,1.0,6.0,21.0,8.0,1.0,62.0,AF
124,2017-05-01,1.0,9.0,19.0,7.0,2.0,57.0,AF
125,2017-06-01,1.0,10.0,15.0,9.0,4.0,35.0,AF
126,2017-07-01,1.0,4.0,19.0,8.0,2.0,37.0,AF
127,2017-08-01,1.0,7.0,16.0,6.0,3.0,41.0,AF
128,2017-09-01,1.0,11.0,21.0,3.0,5.0,38.0,AF
129,2017-10-01,2.0,11.0,16.0,6.0,4.0,59.0,AF
130,2017-11-01,1.0,9.0,17.0,9.0,4.0,64.0,AF
131,2017-12-01,2.0,7.0,18.0,0.0,2.0,43.0,AF
132,2018-01-01,2.0,8.0,16.0,5.0,2.0,35.0,AF
133,2018-02-01,2.0,10.0,21.0,8.0,3.0,32.0,AF
134,2018-03-01,2.0,6.0,19.0,7.0,2.0,32.0,AF
135,2018-04-01,1.0,7.0,26.0,9.0,2.0,58.0,AF
136,2018-05-01,2.0,8.0,26.0,6.0,2.0,43.0,AF
137,2018-06-01,2.0,11.0,18.0,7.0,2.0,35.0,AF
138,2018-07-01,1.0,8.0,24.0,5.0,5.0,35.0,AF
139,2018-08-01,2.0,6.0,22.0,9.0,1.0,34.0,AF
140,2018-09-01,1.0,8.0,19.0,8.0,4.0,52.0,AF
141,2018-10-01,2.0,9.0,17.0,5.0,3.0,48.0,AF
142,2018-11-01,2.0,8.0,17.0,4.0,2.0,52.0,AF
143,2018-12-01,2.0,5.0,18.0,5.0,1.0,35.0,AF
144,2019-01-01,2.0,16.0,17.0,7.0,3.0,29.0,AF
145,2019-02-01,2.0,9.0,21.0,6.0,2.0,24.0,AF
146,2019-03-01,2.0,6.0,17.0,3.0,3.0,28.0,AF
147,2019-04-01,2.0,6.0,15.0,5.0,4.0,49.0,AF
148,2019-05-01,2.0,9.0,19.0,3.0,4.0,52.0,AF
149,2019-06-01,2.0,11.0,19.0,5.0,2.0,38.0,AF
150,2019-07-01,3.0,8.0,19.0,7.0,3.0,36.0,AF
151,2019-08-01,2.0,9.0,21.0,5.0,2.0,31.0,AF
152,2019-09-01,2.0,7.0,23.0,6.0,3.0,50.0,AF
153,2019-10-01,3.0,7.0,20.0,17.0,3.0,56.0,AF
154,2019-11-01,3.0,9.0,19.0,8.0,4.0,42.0,AF
155,2019-12-01,3.0,9.0,19.0,4.0,3.0,36.0,AF
156,2020-01-01,3.0,6.0,18.0,4.0,3.0,24.0,AF
157,2020-02-01,5.0,7.0,18.0,6.0,2.0,27.0,AF
158,2020-03-01,2.0,4.0,8.0,1.0,4.0,16.0,AF
159,2020-04-01,1.0,6.0,5.0,2.0,2.0,28.0,AF
160,2020-05-01,1.0,5.0,7.0,5.0,4.0,25.0,AF
161,2020-06-01,2.0,7.0,10.0,6.0,4.0,19.0,AF
162,2020-07-01,2.0,6.0,12.0,3.0,4.0,25.0,AF
163,2020-08-01,2.0,6.0,14.0,5.0,2.0,31.0,AF
164,2020-09-01,2.0,7.0,12.0,5.0,3.0,45.0,AF
165,2020-10-01,4.0,5.0,15.0,9.0,1.0,38.0,AF
166,2020-11-01,3.0,11.0,24.0,5.0,3.0,46.0,AF
167,2020-12-01,3.0,5.0,23.0,5.0,3.0,30.0,AF
168,2021-01-01,4.0,9.0,27.0,4.0,2.0,22.0,AF
169,2021-02-01,4.0,9.0,21.0,10.0,3.0,25.0,AF
170,2021-03-01,3.0,6.0,16.0,7.0,1.0,37.0,AF
171,2021-04-01,4.0,9.0,17.0,5.0,4.0,31.0,AF
172,2021-05-01,4.0,7.0,19.0,4.0,1.0,30.0,AF
173,2021-06-01,4.0,13.0,22.0,9.0,3.0,28.0,AF
174,2021-07-01,9.0,15.0,27.0,15.0,3.0,21.0,AF
175,2021-08-01,15.0,100.0,100.0,100.0,1.0,18.0,AF
176,2021-09-01,5.0,56.0,51.0,56.0,1.0,16.0,AF
177,2021-10-01,9.0,31.0,37.0,31.0,1.0,16.0,AF
178,2021-11-01,7.0,20.0,48.0,18.0,2.0,17.0,AF
179,2021-12-01,24.0,17.0,44.0,17.0,2.0,20.0,AF
180,2022-01-01,15.0,14.0,36.0,16.0,2.0,22.0,AF
181,2022-02-01,33.0,13.0,35.0,9.0,3.0,29.0,AF
182,2022-03-01,15.0,8.0,34.0,5.0,2.0,31.0,AF
183,2022-04-01,100.0,9.0,33.0,8.0,3.0,30.0,AF
184,2022-05-01,59.0,8.0,36.0,6.0,3.0,35.0,AF
185,2022-06-01,40.0,11.0,45.0,7.0,3.0,40.0,AF
186,2022-07-01,31.0,15.0,41.0,9.0,1.0,27.0,AF
187,2022-08-01,42.0,14.0,48.0,11.0,3.0,28.0,AF
188,2022-09-01,69.0,15.0,49.0,10.0,2.0,40.0,AF
189,2022-10-01,47.0,18.0,61.0,14.0,2.0,35.0,AF
190,2022-11-01,15.0,16.0,49.0,15.0,2.0,31.0,AF
191,2022-12-01,10.0,12.0,48.0,8.0,2.0,22.0,AF
192,2023-01-01,14.0,9.0,46.0,6.0,3.0,16.0,AF
193,2007-01-01,0.0,95.0,35.0,0.0,0.0,0.0,AL
194,2007-02-01,0.0,0.0,100.0,0.0,0.0,100.0,AL
195,2007-03-01,0.0,0.0,39.0,0.0,0.0,55.0,AL
196,2007-04-01,54.0,56.0,46.0,0.0,0.0,0.0,AL
197,2007-05-01,0.0,43.0,44.0,0.0,97.0,74.0,AL
198,2007-06-01,0.0,39.0,56.0,0.0,94.0,97.0,AL
199,2007-07-01,0.0,100.0,46.0,100.0,0.0,0.0,AL
200,2007-08-01,0.0,36.0,70.0,0.0,0.0,29.0,AL
201,2007-09-01,54.0,30.0,86.0,0.0,0.0,23.0,AL
202,2007-10-01,0.0,30.0,62.0,0.0,74.0,60.0,AL
203,2007-11-01,100.0,0.0,53.0,20.0,0.0,67.0,AL
204,2007-12-01,0.0,16.0,65.0,0.0,0.0,41.0,AL
205,2008-01-01,0.0,0.0,40.0,0.0,0.0,60.0,AL
206,2008-02-01,32.0,52.0,63.0,0.0,0.0,17.0,AL
207,2008-03-01,0.0,0.0,36.0,0.0,100.0,46.0,AL
208,2008-04-01,0.0,0.0,23.0,0.0,0.0,63.0,AL
209,2008-05-01,0.0,0.0,69.0,0.0,0.0,43.0,AL
210,2008-06-01,0.0,0.0,38.0,0.0,0.0,38.0,AL
211,2008-07-01,31.0,13.0,40.0,0.0,0.0,0.0,AL
212,2008-08-01,0.0,22.0,41.0,21.0,0.0,90.0,AL
213,2008-09-01,0.0,25.0,34.0,0.0,0.0,16.0,AL
214,2008-10-01,0.0,36.0,73.0,0.0,51.0,44.0,AL
215,2008-11-01,0.0,12.0,49.0,0.0,48.0,49.0,AL
216,2008-12-01,0.0,0.0,26.0,0.0,68.0,11.0,AL
217,2009-01-01,30.0,7.0,46.0,0.0,0.0,37.0,AL
218,2009-02-01,57.0,0.0,0.0,0.0,0.0,39.0,AL
219,2009-03-01,21.0,0.0,52.0,10.0,0.0,10.0,AL
220,2009-04-01,0.0,0.0,16.0,0.0,38.0,26.0,AL
221,2009-05-01,0.0,9.0,26.0,0.0,0.0,31.0,AL
222,2009-06-01,0.0,0.0,27.0,0.0,46.0,63.0,AL
223,2009-07-01,0.0,0.0,52.0,0.0,0.0,13.0,AL
224,2009-08-01,0.0,0.0,37.0,0.0,96.0,0.0,AL
225,2009-09-01,25.0,0.0,67.0,0.0,55.0,38.0,AL
226,2009-10-01,0.0,0.0,58.0,0.0,0.0,34.0,AL
227,2009-11-01,0.0,0.0,31.0,0.0,75.0,39.0,AL
228,2009-12-01,47.0,0.0,28.0,0.0,32.0,35.0,AL
229,2010-01-01,0.0,0.0,29.0,0.0,55.0,42.0,AL
230,2010-02-01,17.0,0.0,0.0,0.0,33.0,9.0,AL
231,2010-03-01,0.0,0.0,27.0,0.0,27.0,30.0,AL
232,2010-04-01,46.0,13.0,0.0,0.0,0.0,26.0,AL
233,2010-05-01,19.0,15.0,18.0,0.0,39.0,60.0,AL
234,2010-06-01,0.0,0.0,0.0,18.0,0.0,43.0,AL
235,2010-07-01,0.0,0.0,14.0,0.0,0.0,17.0,AL
236,2010-08-01,18.0,8.0,58.0,15.0,0.0,0.0,AL
237,2010-09-01,0.0,0.0,33.0,0.0,40.0,13.0,AL
238,2010-10-01,25.0,0.0,66.0,0.0,32.0,16.0,AL
239,2010-11-01,17.0,9.0,39.0,7.0,0.0,26.0,AL
240,2010-12-01,0.0,0.0,28.0,0.0,38.0,23.0,AL
241,2011-01-01,13.0,5.0,16.0,0.0,9.0,18.0,AL
242,2011-02-01,11.0,5.0,14.0,2.0,0.0,13.0,AL
243,2011-03-01,12.0,5.0,9.0,0.0,15.0,13.0,AL
244,2011-04-01,13.0,4.0,5.0,0.0,8.0,25.0,AL
245,2011-05-01,0.0,5.0,8.0,0.0,7.0,21.0,AL
246,2011-06-01,9.0,5.0,14.0,2.0,21.0,26.0,AL
247,2011-07-01,4.0,4.0,16.0,0.0,10.0,9.0,AL
248,2011-08-01,12.0,5.0,16.0,0.0,0.0,5.0,AL
249,2011-09-01,10.0,4.0,12.0,2.0,13.0,13.0,AL
250,2011-10-01,17.0,4.0,16.0,2.0,10.0,20.0,AL
251,2011-11-01,7.0,4.0,14.0,0.0,0.0,25.0,AL
252,2011-12-01,8.0,4.0,13.0,0.0,10.0,26.0,AL
253,2012-01-01,12.0,6.0,10.0,0.0,14.0,23.0,AL
254,2012-02-01,11.0,3.0,9.0,1.0,11.0,25.0,AL
255,2012-03-01,10.0,5.0,13.0,2.0,11.0,18.0,AL
256,2012-04-01,5.0,0.0,10.0,0.0,6.0,18.0,AL
257,2012-05-01,13.0,6.0,22.0,0.0,15.0,29.0,AL
258,2012-06-01,6.0,4.0,13.0,2.0,9.0,20.0,AL
259,2012-07-01,7.0,5.0,19.0,1.0,14.0,17.0,AL
260,2012-08-01,19.0,8.0,17.0,0.0,8.0,8.0,AL
261,2012-09-01,0.0,4.0,15.0,1.0,9.0,16.0,AL
262,2012-10-01,20.0,4.0,16.0,0.0,11.0,19.0,AL
263,2012-11-01,5.0,3.0,17.0,0.0,9.0,13.0,AL
264,2012-12-01,12.0,3.0,14.0,0.0,8.0,16.0,AL
265,2013-01-01,6.0,7.0,15.0,0.0,8.0,23.0,AL
266,2013-02-01,9.0,3.0,9.0,0.0,12.0,16.0,AL
267,2013-03-01,6.0,3.0,14.0,0.0,10.0,14.0,AL
268,2013-04-01,14.0,4.0,8.0,0.0,20.0,19.0,AL
269,2013-05-01,10.0,4.0,18.0,0.0,16.0,22.0,AL
270,2013-06-01,8.0,2.0,9.0,0.0,8.0,15.0,AL
271,2013-07-01,7.0,5.0,10.0,0.0,7.0,10.0,AL
272,2013-08-01,7.0,4.0,13.0,0.0,5.0,9.0,AL
273,2013-09-01,11.0,5.0,18.0,0.0,4.0,11.0,AL
274,2013-10-01,11.0,4.0,21.0,0.0,10.0,20.0,AL
275,2013-11-01,9.0,6.0,16.0,0.0,10.0,15.0,AL
276,2013-12-01,11.0,3.0,12.0,0.0,8.0,17.0,AL
277,2014-01-01,8.0,2.0,17.0,1.0,23.0,24.0,AL
278,2014-02-01,4.0,6.0,9.0,2.0,10.0,19.0,AL
279,2014-03-01,11.0,4.0,14.0,0.0,21.0,17.0,AL
280,2014-04-01,7.0,4.0,17.0,0.0,14.0,14.0,AL
281,2014-05-01,10.0,5.0,22.0,0.0,8.0,29.0,AL
282,2014-06-01,17.0,6.0,21.0,0.0,15.0,24.0,AL
283,2014-07-01,16.0,4.0,19.0,1.0,8.0,8.0,AL
284,2014-08-01,14.0,4.0,17.0,0.0,6.0,8.0,AL
285,2014-09-01,16.0,6.0,19.0,0.0,8.0,7.0,AL
286,2014-10-01,20.0,3.0,24.0,0.0,15.0,15.0,AL
287,2014-11-01,14.0,5.0,19.0,0.0,11.0,17.0,AL
288,2014-12-01,12.0,5.0,17.0,0.0,11.0,15.0,AL
289,2015-01-01,18.0,5.0,16.0,1.0,14.0,13.0,AL
290,2015-02-01,12.0,3.0,21.0,2.0,10.0,19.0,AL
291,2015-03-01,20.0,6.0,16.0,0.0,6.0,18.0,AL
